code,iso3c,country,group,landuse,ghg,water,consumption
230,UKR,Ukraine,nonfood,-369,-22,-1401047,56335
230,UKR,Ukraine,"offals, edible",988789,3012,4669199969,152073
230,UKR,Ukraine,pigmeat,7946308,19050,42539859675,886962
230,UKR,Ukraine,poultry meat,3284800,5054,17247256494,1074451
230,UKR,Ukraine,veg,15171892,21771,93545242360,30246989
231,USA,United States of America,alc,4831779,11849,24722342857,30053410
231,USA,United States of America,bovine meat,115746695,551748,321445973328,11645607
231,USA,United States of America,dairy,44994509,247708,160708087406,80390556
231,USA,United States of America,eggs,5364961,24797,28025001975,4642470
231,USA,United States of America,"fats, animals",9631966,42761,26627075672,1014955
231,USA,United States of America,"fish, seafood",0,9904,0,6796177
231,USA,United States of America,"meat, other",93380,283,289432712,255422
231,USA,United States of America,mutton & goat meat,1438040,14544,2982831032,131844
231,USA,United States of America,nonfood,-918977,-2427,-5070655736,-787652
231,USA,United States of America,"offals, edible",585910,2558,2095211351,127350
231,USA,United States of America,pigmeat,30719903,142390,158816000071,8645062
231,USA,United States of America,poultry meat,18569805,54998,97087065638,15900477
231,USA,United States of America,veg,75451335,307671,530640711388,169905423
233,BFA,Burkina Faso,alc,2120305,6591,10397484737,3393241
233,BFA,Burkina Faso,bovine meat,10096258,26694,9308070310,110107
233,BFA,Burkina Faso,dairy,1966291,8814,1831895088,423853
233,BFA,Burkina Faso,eggs,50932,894,315360014,55580
233,BFA,Burkina Faso,"fats, animals",502542,1840,476111246,7897
233,BFA,Burkina Faso,"fish, seafood",0,111,0,111668
233,BFA,Burkina Faso,"meat, other",3644615,4793,2467273676,10500
233,BFA,Burkina Faso,mutton & goat meat,1276326,15098,1055892585,49715
233,BFA,Burkina Faso,nonfood,400722,1232,1282535770,56447
233,BFA,Burkina Faso,"offals, edible",1813277,7020,1788879886,34565
233,BFA,Burkina Faso,pigmeat,124331,3372,789394519,32201
233,BFA,Burkina Faso,poultry meat,35431,251,219447746,38613
233,BFA,Burkina Faso,veg,14673525,52242,74245021132,5672064
234,URY,Uruguay,alc,38144,397,186240998,191915
234,URY,Uruguay,bovine meat,1012494,12663,3092883361,97844
234,URY,Uruguay,dairy,513898,4542,1787520010,892325
234,URY,Uruguay,eggs,42233,534,241097356,46297
234,URY,Uruguay,"fats, animals",27646,299,80188329,2705
234,URY,Uruguay,"fish, seafood",0,770,0,19764
234,URY,Uruguay,"meat, other",50716,248,161261796,2619
234,URY,Uruguay,mutton & goat meat,117264,1701,325897574,28081
234,URY,Uruguay,nonfood,22675,280,68759372,6122
234,URY,Uruguay,"offals, edible",158640,1925,495079899,18388
234,URY,Uruguay,pigmeat,151087,1796,975017271,50447
234,URY,Uruguay,poultry meat,78845,839,454351369,84480
234,URY,Uruguay,veg,862398,15890,5535448295,1563300
235,UZB,Uzbekistan,alc,345797,501,1562705859,344274
235,UZB,Uzbekistan,bovine meat,29542617,42046,27939558049,781625
235,UZB,Uzbekistan,dairy,12976011,25637,14681848415,3786709
235,UZB,Uzbekistan,eggs,206300,656,735876242,147522
235,UZB,Uzbekistan,"fats, animals",1311523,3021,1604775048,56632
235,UZB,Uzbekistan,"fish, seafood",0,14,0,20666
235,UZB,Uzbekistan,"meat, other",1826914,1362,1671788461,5933
235,UZB,Uzbekistan,mutton & goat meat,10675008,7153,4658967821,117669
235,UZB,Uzbekistan,nonfood,0,0,0,5224
235,UZB,Uzbekistan,"offals, edible",3992801,4745,3320585494,91037
235,UZB,Uzbekistan,pigmeat,471076,934,1712382167,28261
235,UZB,Uzbekistan,poultry meat,77951,208,335148571,47426
235,UZB,Uzbekistan,veg,9028930,17896,60609335141,17979594
236,VEN,Venezuela (Bolivarian Republic of),alc,319636,1286,1660227203,2144419
236,VEN,Venezuela (Bolivarian Republic of),bovine meat,11699426,126091,37822053229,702545
236,VEN,Venezuela (Bolivarian Republic of),dairy,3094043,33758,10501870421,4055861
236,VEN,Venezuela (Bolivarian Republic of),eggs,352611,3839,2001003173,195632
236,VEN,Venezuela (Bolivarian Republic of),"fats, animals",767818,7650,2371496432,46216
236,VEN,Venezuela (Bolivarian Republic of),"fish, seafood",0,155,0,298592
236,VEN,Venezuela (Bolivarian Republic of),"meat, other",3423,10,11571674,1392
236,VEN,Venezuela (Bolivarian Republic of),mutton & goat meat,158343,1515,438723273,10103
236,VEN,Venezuela (Bolivarian Republic of),nonfood,2310,58,12857606,1839
236,VEN,Venezuela (Bolivarian Republic of),"offals, edible",575147,6191,2096670753,81234
236,VEN,Venezuela (Bolivarian Republic of),pigmeat,803678,10511,4672006421,231345
236,VEN,Venezuela (Bolivarian Republic of),poultry meat,2159146,21646,12532283891,1226879
236,VEN,Venezuela (Bolivarian Republic of),veg,7389092,78364,55209547851,12559181
237,VNM,Viet Nam,alc,22772,73,135765923,1468525
237,VNM,Viet Nam,bovine meat,9368958,68895,25728173701,668654
237,VNM,Viet Nam,dairy,955858,7596,3326981135,1494520
237,VNM,Viet Nam,eggs,246946,3960,1753992416,336777
237,VNM,Viet Nam,"fats, animals",2233625,20377,7018160429,200791
237,VNM,Viet Nam,"fish, seafood",0,5306,0,2895477
237,VNM,Viet Nam,"meat, other",88886,751,437122751,26778
237,VNM,Viet Nam,mutton & goat meat,63544,1285,149145095,12428
237,VNM,Viet Nam,nonfood,-123506,-1048,-2939586050,-55960
237,VNM,Viet Nam,"offals, edible",1005875,11244,5392767716,378389
237,VNM,Viet Nam,pigmeat,6195587,76147,42312866082,3150659
237,VNM,Viet Nam,poultry meat,1283218,11219,8084108794,1220218
237,VNM,Viet Nam,veg,22649515,310444,160575059257,43820144
238,ETH,Ethiopia,alc,90231,3520,449256427,1199490
238,ETH,Ethiopia,bovine meat,8750201,122481,30749251806,361237
238,ETH,Ethiopia,dairy,5195131,72174,17419218887,4008734
238,ETH,Ethiopia,eggs,81411,587,631712028,35395
238,ETH,Ethiopia,"fats, animals",440617,6296,1481990388,25832
238,ETH,Ethiopia,"fish, seafood",0,34,0,23074
238,ETH,Ethiopia,"meat, other",920107,5437,3028360283,113050
238,ETH,Ethiopia,mutton & goat meat,883188,26182,2851311613,143310
238,ETH,Ethiopia,nonfood,175026,2700,612149910,51746
238,ETH,Ethiopia,"offals, edible",2113143,32054,7483721132,127097
238,ETH,Ethiopia,pigmeat,10477,45,81226286,1948
238,ETH,Ethiopia,poultry meat,135216,649,1049656989,58770
238,ETH,Ethiopia,veg,38441538,113879,322508657079,30800207
244,WSM,Samoa,alc,1375,2,4959199,4530
244,WSM,Samoa,bovine meat,17864,312,77516237,1894
244,WSM,Samoa,dairy,5022,246,17790900,9418
244,WSM,Samoa,eggs,577,9,5180045,661
244,WSM,Samoa,"fats, animals",6338,85,24565631,872
244,WSM,Samoa,"fish, seafood",0,14,0,7663
244,WSM,Samoa,"meat, other",3,0,10704,1
244,WSM,Samoa,mutton & goat meat,3663,54,11518486,969
244,WSM,Samoa,nonfood,92,2,516454,215
244,WSM,Samoa,"offals, edible",1980,131,16140312,451
244,WSM,Samoa,pigmeat,12480,1164,123866861,4160
244,WSM,Samoa,poultry meat,14331,52,77754000,11840
244,WSM,Samoa,veg,98363,294,925573679,133324
248,YUG,Yugoslav SFR,alc,0,0,0,0
248,YUG,Yugoslav SFR,bovine meat,0,0,0,0
248,YUG,Yugoslav SFR,dairy,0,0,0,0
248,YUG,Yugoslav SFR,eggs,0,0,0,0
248,YUG,Yugoslav SFR,"fats, animals",0,0,0,0
248,YUG,Yugoslav SFR,"fish, seafood",0,0,0,0
248,YUG,Yugoslav SFR,"meat, other",0,0,0,0
248,YUG,Yugoslav SFR,mutton & goat meat,0,0,0,0
248,YUG,Yugoslav SFR,nonfood,0,0,0,0
248,YUG,Yugoslav SFR,"offals, edible",0,0,0,0
248,YUG,Yugoslav SFR,pigmeat,0,0,0,0
248,YUG,Yugoslav SFR,poultry meat,0,0,0,0
248,YUG,Yugoslav SFR,veg,0,0,0,0
249,YEM,Yemen,alc,9727,10,39384895,10392
249,YEM,Yemen,bovine meat,6602728,12402,6459218239,114315
249,YEM,Yemen,dairy,1173895,5931,2517175811,1011723
249,YEM,Yemen,eggs,36777,365,213621116,53462
249,YEM,Yemen,"fats, animals",495673,1363,456293624,11622
249,YEM,Yemen,"fish, seafood",0,121,0,49931
249,YEM,Yemen,"meat, other",1254014,2392,1167777617,3216
249,YEM,Yemen,mutton & goat meat,1988067,12308,1367357854,100842
249,YEM,Yemen,nonfood,140933,338,134125065,6049
249,YEM,Yemen,"offals, edible",1110120,3051,1064029343,42850
249,YEM,Yemen,pigmeat,1105,7,5837933,296
249,YEM,Yemen,poultry meat,254192,2002,1572052407,253014
249,YEM,Yemen,veg,8821850,18325,49962168108,8051184
250,COD,Democratic Republic of the Congo,alc,60852,194,216278750,432876
250,COD,Democratic Republic of the Congo,bovine meat,326162,5657,1241907598,18088
250,COD,Democratic Republic of the Congo,dairy,0,0,0,0
250,COD,Democratic Republic of the Congo,eggs,0,0,0,0
250,COD,Democratic Republic of the Congo,"fats, animals",0,0,0,0
250,COD,Democratic Republic of the Congo,"fish, seafood",0,0,0,0
250,COD,Democratic Republic of the Congo,"meat, other",1327,4,4010939,163471
250,COD,Democratic Republic of the Congo,mutton & goat meat,102316,54569,419944950,21403
250,COD,Democratic Republic of the Congo,nonfood,0,0,0,0
250,COD,Democratic Republic of the Congo,"offals, edible",0,0,0,0
250,COD,Democratic Republic of the Congo,pigmeat,135530,3064,473836147,39659
250,COD,Democratic Republic of the Congo,poultry meat,141258,1320,706372993,91846
250,COD,Democratic Republic of the Congo,veg,32620482,428073,154038436347,39684062
251,ZMB,Zambia,alc,143919,1586,671798973,422791
251,ZMB,Zambia,bovine meat,2749265,14426,10104362446,68641
251,ZMB,Zambia,dairy,551326,3156,2031898227,132392
251,ZMB,Zambia,eggs,51067,965,271066873,50671
251,ZMB,Zambia,"fats, animals",143584,963,495102922,4868
251,ZMB,Zambia,"fish, seafood",0,696,0,90481
251,ZMB,Zambia,"meat, other",187,0,527089,38269
251,ZMB,Zambia,mutton & goat meat,64643,13346,234395508,9689
251,ZMB,Zambia,nonfood,27144,132,125779759,-2573
251,ZMB,Zambia,"offals, edible",387337,2910,1443549584,15882
251,ZMB,Zambia,pigmeat,114812,2037,616449867,23968
251,ZMB,Zambia,poultry meat,46882,675,248699949,45893
251,ZMB,Zambia,veg,4656579,56747,28255844239,4574263
255,BEL,Belgium,alc,304781,533,1404137819,1207212
255,BEL,Belgium,bovine meat,812838,9093,2503990280,175430
255,BEL,Belgium,dairy,1172780,10002,3915371793,2601677
255,BEL,Belgium,eggs,255168,1888,1261151696,147913
255,BEL,Belgium,"fats, animals",465810,5318,1466005713,121827
255,BEL,Belgium,"fish, seafood",0,595,0,280854
255,BEL,Belgium,"meat, other",819198,2612,2608504075,20679
255,BEL,Belgium,mutton & goat meat,68752,1157,145077108,14834
255,BEL,Belgium,nonfood,-9983,-31,-234329769,-775
255,BEL,Belgium,"offals, edible",148531,1241,664710087,36861
255,BEL,Belgium,pigmeat,1515456,11494,7627283909,420754
255,BEL,Belgium,poultry meat,247969,1591,1236550500,144442
255,BEL,Belgium,veg,3000055,14162,18463646960,7524613
256,LUX,Luxembourg,alc,25872,61,109855066,80445
256,LUX,Luxembourg,bovine meat,62411,637,194039179,15689
256,LUX,Luxembourg,dairy,73476,689,334212342,140210
256,LUX,Luxembourg,eggs,8153,57,40724517,6775
256,LUX,Luxembourg,"fats, animals",4356,39,13239982,1254
256,LUX,Luxembourg,"fish, seafood",0,11,0,17454
256,LUX,Luxembourg,"meat, other",73450,217,250376252,1055
256,LUX,Luxembourg,mutton & goat meat,5577,123,9418892,965
256,LUX,Luxembourg,nonfood,-27,0,-69693,245
256,LUX,Luxembourg,"offals, edible",6398,62,28971653,2233
256,LUX,Luxembourg,pigmeat,82674,638,407876979,22276
256,LUX,Luxembourg,poultry meat,15234,89,75113656,11357
256,LUX,Luxembourg,veg,180352,1918,1425675461,336633
272,SRB,Serbia,alc,251164,455,1489936670,749295
272,SRB,Serbia,bovine meat,438684,1912,2168112220,74303
272,SRB,Serbia,dairy,1236306,8553,6156871822,1453362
272,SRB,Serbia,eggs,156194,613,813354279,76911
272,SRB,Serbia,"fats, animals",111361,650,475001422,19244
272,SRB,Serbia,"fish, seafood",0,225,0,65682
272,SRB,Serbia,"meat, other",2385,7,7548300,322
272,SRB,Serbia,mutton & goat meat,142190,1098,529654428,27913
272,SRB,Serbia,nonfood,-11123,-80,-44606739,1908
272,SRB,Serbia,"offals, edible",414313,1730,2098157183,80227
272,SRB,Serbia,pigmeat,1755993,7329,9121890977,299648
272,SRB,Serbia,poultry meat,205940,528,1069649627,102591
272,SRB,Serbia,veg,2656508,6236,17439589564,4654866
273,MNE,Montenegro,alc,8966,114,50635356,21189
273,MNE,Montenegro,bovine meat,122582,871,463735851,7399
273,MNE,Montenegro,dairy,114000,1687,489194620,225547
273,MNE,Montenegro,eggs,11793,88,60934096,5978
273,MNE,Montenegro,"fats, animals",4421,34,16299621,450
273,MNE,Montenegro,"fish, seafood",0,7,0,7187
273,MNE,Montenegro,"meat, other",105,0,304428,3
273,MNE,Montenegro,mutton & goat meat,10844,208,33870174,1326
273,MNE,Montenegro,nonfood,0,0,0,675
273,MNE,Montenegro,"offals, edible",11697,100,48278444,1496
273,MNE,Montenegro,pigmeat,145945,1192,725312081,33006
273,MNE,Montenegro,poultry meat,15914,84,84248629,9308
273,MNE,Montenegro,veg,175766,3572,1343102886,472231
276,SDN,Sudan,alc,3355,9,11986021,781678
276,SDN,Sudan,bovine meat,24201937,50049,31971657062,382580
276,SDN,Sudan,dairy,18619835,38213,26446381251,6454846
276,SDN,Sudan,eggs,213042,680,1007206916,36757
276,SDN,Sudan,"fats, animals",995959,2683,1356456190,28744
276,SDN,Sudan,"fish, seafood",0,80,0,50444
276,SDN,Sudan,"meat, other",10714753,18871,13930654334,194020
276,SDN,Sudan,mutton & goat meat,5338910,29360,6163790386,405454
276,SDN,Sudan,nonfood,432310,1136,680656333,16257
276,SDN,Sudan,"offals, edible",7455635,18748,9823412211,196927
276,SDN,Sudan,pigmeat,0,0,0,0
276,SDN,Sudan,poultry meat,261418,740,1239577815,46106
276,SDN,Sudan,veg,35808755,73826,169978061090,14770595
277,SSD,South Sudan,alc,0,0,0,0
277,SSD,South Sudan,bovine meat,18017453,9051,19769317899,137667
277,SSD,South Sudan,dairy,0,0,0,0
277,SSD,South Sudan,eggs,0,0,0,0
277,SSD,South Sudan,"fats, animals",0,0,0,0
277,SSD,South Sudan,"fish, seafood",0,0,0,0
277,SSD,South Sudan,"meat, other",0,0,0,6567
277,SSD,South Sudan,mutton & goat meat,3343485,24763,3662263061,105333
277,SSD,South Sudan,nonfood,0,0,0,0
277,SSD,South Sudan,"offals, edible",0,0,0,0
277,SSD,South Sudan,pigmeat,0,0,0,0
277,SSD,South Sudan,poultry meat,166,57,4925574,13389
277,SSD,South Sudan,veg,6734429,12301,28812158029,1699101
999,ROW,RoW,alc,5792,63,27255285,20057
999,ROW,RoW,bovine meat,474404,38838,1199907791,22880
999,ROW,RoW,dairy,59869,24671,155401584,6131
999,ROW,RoW,eggs,718,954,4187179,735
999,ROW,RoW,"fats, animals",167,10,428010,21
999,ROW,RoW,"fish, seafood",0,4243,0,2713
999,ROW,RoW,"meat, other",120,0,281856,6
999,ROW,RoW,mutton & goat meat,151652,25213,218639766,19822
999,ROW,RoW,nonfood,0,0,0,35
999,ROW,RoW,"offals, edible",173,7,675939,30
999,ROW,RoW,pigmeat,52750,953,317907897,20739
999,ROW,RoW,poultry meat,81648,2440,466388588,115835
999,ROW,RoW,veg,1538318,15450,12670679211,2319222
